"GSCORE","SNP","CHROM","POS","TRAIT","ANNOT"
"0.76","c2_37794","chr01","87696392","CPTuber.H",NA
"0.76","c2_53545","chr04","57000823","CPTuber.H","Pyridoxal phosphate-dependent transferase domain 1"
"0.76","c1_15249","chr05","17592167","CPTuber.H","MEI2-like, RNA recognition motif 1"
"0.76","c2_3135","chr06","3839831","CPTuber.H","ATP-dependent zinc metalloprotease FtsH [ftsH]."
"0.76","c2_56590","chr06","55528231","CPTuber.H","NUDIX hydrolase family signature"
"0.76","c1_3895","chr01","72556018","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.76","c2_57789","chr02","28752691","CPTuber.H",NA
"0.76","c1_8091","chr02","37589425","CPTuber.H","Aldolase-type TIM barrel"
"0.76","c1_16425","chr01","32756701","CPTuber.H","YT521-B-like domain"
"0.76","c2_9354","chr07","43127022","CPTuber.H","ZIP Zinc transporter"
"0.76","c2_52702","chr08","52059418","CPTuber.H",NA
"0.76","c1_11613","chr09","2610068","CPTuber.H","C-terminal-processing peptidase S41A"
"0.76","c2_54887","chr04","52583441","CPTuber.H","ABC transporter-like"
"0.76","c1_13762","chr12","54478934","CPTuber.H","Protein of unknown function (DUF1644)"
"0.76","c2_30612","chr06","1110760","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_11005","chr09","1816187","CPTuber.H","Heat shock protein 70kD, peptide-binding domain superfamily"
"0.76","c2_10963","chr09","1936036","CPTuber.H","Eukaryotic translation initiation factor 3 subunit A [EIF3A]."
"0.76","c2_11432","chr04","7884130","CPTuber.H","Actin signature"
"0.76","c2_42127","chr02","37242836","CPTuber.H","Oxoglutarate/iron-dependent dioxygenase"
"0.76","c2_51560","chr04","13503096","CPTuber.H","FAD/NAD(P)-binding domain superfamily"
"0.76","c2_53962","chr05","15056274","CPTuber.H","Protein of unknown function (DUF1664)"
"0.76","c1_16495","chr08","56913590","CPTuber.H","LURP-one-related"
"0.76","c2_12404","chr07","53517843","CPTuber.H",NA
"0.76","c2_2571","chr01","78284593","CPTuber.H","Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase"
"0.76","c1_11319","chr10","54529704","CPTuber.H","LURP-one-related"
"0.76","c1_12858","chr01","56205815","CPTuber.H","Phospholipase D, eukaryotic type"
"0.76","c2_16204","chr12","57785410","CPTuber.H","Peptide Chain Release Factor eRF1/aRF1, N-terminal"
"0.76","c2_52715","chr01","8940430","CPTuber.H",NA
"0.76","c1_10714","chr04","67883173","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c1_15843","chr10","50783958","CPTuber.H","Thiamine pyrophosphate (TPP)-dependent enzyme"
"0.76","c2_7902","chr12","4181493","CPTuber.H","Vacuolar protein sorting-associated protein 35"
"0.76","c2_57244","chr05","36587423","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_27574","chr06","3589427","CPTuber.H","PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily"
"0.76","c1_15811","chr06","8411361","CPTuber.H","Phosphatidylinositol transfer protein signature"
"0.76","c2_55482","chr09","65574613","CPTuber.H","DnaJ domain"
"0.76","c2_35698","chr02","44830372","CPTuber.H","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"0.76","c2_27666","chr09","51568737","CPTuber.H","Thiolase"
"0.76","c2_32112","chr01","22300281","CPTuber.H","Family of unknown function (DUF716)"
"0.76","c2_48355","chr05","47717681","CPTuber.H","Uncharacterized conserved protein (DUF2358)"
"0.76","c2_23289","chr12","7700885","CPTuber.H","Sodium/calcium exchanger membrane region"
"0.76","c2_52202","chr04","64746301","CPTuber.H","MRG domain"
"0.76","c2_42350","chr06","37517917","CPTuber.H","BAG domain"
"0.76","c2_4465","chr07","41276927","CPTuber.H","GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"0.76","c2_39216","chr09","2617647","CPTuber.H","Acetyltransferase (GNAT) family"
"0.76","c2_35165","chr02","35921025","CPTuber.H","PP7, metallophosphatase domain"
"0.76","c1_15466","chr02","36273619","CPTuber.H","Amino acid transporter, transmembrane domain"
"0.76","c1_12445","chr05","50538858","CPTuber.H","AP2/ERF domain"
"0.76","c2_31472","chr11","36500668","CPTuber.H","Heavy metal-associated domain, HMA"
"0.76","c2_40088","chr05","39046245","CPTuber.H",NA
"0.76","c2_24266","chr06","8722280","CPTuber.H","Proton-dependent oligopeptide transporter family"
"0.76","c2_40236","chr06","41094538","CPTuber.H","Sugar transporter signature"
"0.76","c2_29043","chr08","1058009","CPTuber.H","L-lactate dehydrogenase [ldh]."
"0.76","c1_13430","chr01","60989413","CPTuber.H","Beta-amylase (glycosyl hydrolase family 14) signature"
"0.76","c1_5058","chr05","18599990","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_28479","chr08","59143076","CPTuber.H","Glycoside hydrolase family 17"
"0.76","c1_9676","chr01","65026998","CPTuber.H","Flavin containing amine oxidoreductase"
"0.76","c2_4708","chr01","84583804","CPTuber.H","UDP-glucoronosyl and UDP-glucosyl transferase"
"0.76","c2_51470","chr05","5524047","CPTuber.H","Kelch repeat type 1"
"0.76","c2_36706","chr06","5965351","CPTuber.H","Small GTPase"
"0.76","c2_11977","chr05","3531140","CPTuber.H","PB1 domain"
"0.76","c2_29187","chr06","55090470","CPTuber.H","Adaptor protein complex AP-2, alpha subunit"
"0.76","c1_4757","chr01","67748006","CPTuber.H","DnaJ domain"
"0.76","c2_16466","chr01","76630429","CPTuber.H","G protein beta WD-40 repeat signature"
"0.76","c1_10492","chr02","35829147","CPTuber.H","Ribosomal RNA-processing protein 14, N-terminal"
"0.76","c1_9392","chr01","88367969","CPTuber.H","Uncharacterised conserved protein UCP030210"
"0.76","c2_21896","chr04","6061285","CPTuber.H","ATP-dependent Clp protease proteolytic subunit"
"0.76","c1_4464","chr05","44799703","CPTuber.H","GDSL lipase/esterase-like, plant"
"0.76","c2_50041","chr08","4327067","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_57849","chr08","14847769","CPTuber.H","Alpha-hydroxy acid dehydrogenase, FMN-dependent"
"0.76","c2_47921","chr08","19708979","CPTuber.H","Basic leucine-zipper, C-terminal"
"0.76","c2_47976","chr05","37711676","CPTuber.H",NA
"0.76","c2_36388","chr06","1913885","CPTuber.H","Protein kinase domain"
"0.76","c2_49324","chr01","23014960","CPTuber.H","Pentatricopeptide repeat"
"0.76","c2_36721","chr06","6130912","CPTuber.H","50S ribosomal protein L29 [rpmC]."
"0.76","c2_39220","chr09","2606808","CPTuber.H","Tfc3, extended winged-helix domain"
"0.76","c2_14764","chr01","86971982","CPTuber.H","Arginine decarboxylase"
"0.76","c1_14249","chr01","54439010","CPTuber.H","Immunoglobulin-like fold"
"0.76","c2_15722","chr05","19056509","CPTuber.H","Fibronectin type III"
"0.76","c2_49833","chr07","9578230","CPTuber.H","Pectinesterase, catalytic"
"0.76","c2_45611","chr10","49098105","CPTuber.H",NA
"0.76","c2_5238","chr03","6856503","CPTuber.H","Malectin-like domain"
"0.76","c1_16726","chr04","58327717","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_14939","chr01","51532951","CPTuber.H","FCA, RNA recognition motif 2"
"0.76","c2_779","chr02","11065458","CPTuber.H","Villin headpiece domain superfamily"
"0.76","c1_6668","chr01","2775295","CPTuber.H","N-terminal C2 in EEIG1 and EHBP1 proteins"
"0.76","c1_4622","chr01","75291452","CPTuber.H","THO complex subunit 1 transcription elongation factor"
"0.76","c1_15192","chr05","20256050","CPTuber.H","STAG domain"
"0.76","c2_31042","chr01","88057328","CPTuber.H","Coiled-coil domain-containing protein 124 /Oxs1"
"0.76","c2_39191","chr02","30457448","CPTuber.H","Aldolase-type TIM barrel"
"0.76","c2_48817","chr04","48564678","CPTuber.H","Isopentenyl-diphosphate delta-isomerase, type 1"
"0.76","c2_12930","chr04","66318226","CPTuber.H","Initiation factor eIF-4 gamma, MA3"
"0.76","c2_47661","chr05","6068880","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c1_10938","chr06","6102122","CPTuber.H","UAA transporter family"
"0.76","c1_4044","chr07","53766166","CPTuber.H","L-lactate/malate dehydrogenase"
"0.76","c1_3608","chr09","1461850","CPTuber.H","Carbonic anhydrase"
"0.76","c2_34115","chr08","4811494","CPTuber.H","Basic-leucine zipper domain"
"0.76","c2_2744","chr08","40924651","CPTuber.H","Tetratricopeptide repeat-containing domain"
"0.76","c2_14595","chr01","67701813","CPTuber.H","Virus X resistance protein-like, coiled-coil domain"
"0.76","c2_37850","chr01","87811149","CPTuber.H","Protein CHAPERONE-LIKE PROTEIN OF POR1-like"
"0.76","c2_5263","chr03","6675932","CPTuber.H","BTB/POZ domain"
"0.76","c1_6890","chr04","5990384","CPTuber.H","Dim1 family"
"0.76","c2_5914","chr08","26607261","CPTuber.H","Pentatricopeptide repeat"
"0.76","c1_3310","chr04","45974060","CPTuber.H","GDSL lipase/esterase-like, plant"
"0.76","c2_23643","chr05","264176","CPTuber.H",NA
"0.76","c2_38171","chr05","6747425","CPTuber.H","Paired amphipathic helix superfamily"
"0.76","c2_57072","chr05","42400092","CPTuber.H","Kelch repeat type 1"
"0.76","c2_40294","chr08","49478812","CPTuber.H","Adaptor protein complex AP-4, epsilon subunit"
"0.76","c1_6643","chr11","6413576","CPTuber.H","Synaptobrevin signature"
"0.76","c2_7208","chr01","80070342","CPTuber.H","Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain"
"0.76","c1_10491","chr02","35841716","CPTuber.H","Glycosyltransferase family 92"
"0.76","c1_5996","chr07","56116628","CPTuber.H","Calponin homology domain"
"0.76","c1_6046","chr08","55065616","CPTuber.H","Oxysterol-binding protein"
"0.76","c2_2299","chr01","78872569","CPTuber.H","Armadillo-type fold"
"0.76","c1_3375","chr05","51105346","CPTuber.H","Fructose-1,6-bisphosphatase class 1"
"0.76","c2_32994","chr11","10425309","CPTuber.H","Domain of unknown function (DUF4094)"
"0.76","c1_15521","chr01","32240276","CPTuber.H","Chaperonin Cpn60"
"0.76","c2_2551","chr01","78177940","CPTuber.H","Mss4/translationally controlled tumour-associated TCTP"
"0.76","c2_23188","chr02","29454749","CPTuber.H","GDSL lipase/esterase-like, plant"
"0.76","c1_12877","chr04","61487783","CPTuber.H","14-3-3 protein"
"0.76","c1_14542","chr08","39092793","CPTuber.H","ATP-dependent zinc metalloprotease FtsH [ftsH]."
"0.76","c1_1053","chr09","220167","CPTuber.H","Bacterial leader peptidase 1 (S26A) family signature"
"0.76","c1_5881","chr02","34874134","CPTuber.H","PB1 domain"
"0.76","c2_55963","chr11","36996002","CPTuber.H","GYF domain"
"0.76","c2_17928","chr02","34369629","CPTuber.H","Immunoglobulin-like fold"
"0.76","c2_17809","chr02","34805541","CPTuber.H","Homeobox domain"
"0.76","c2_47671","chr07","43257683","CPTuber.H","FAR1 DNA binding domain"
"0.76","c2_23803","chr05","176628","CPTuber.H","Rubisco  LSMT methyltransferase, plant"
"0.76","c1_13515","chr09","55237474","CPTuber.H","Methyltransferase type 11"
"0.76","c1_274","chr10","1864599","CPTuber.H","Enolase-phosphatase E1"
"0.76","c1_13243","chr10","60732714","CPTuber.H","Nucleophile aminohydrolases, N-terminal"
"0.76","c2_18848","chr12","9053192","CPTuber.H","Clathrin adaptor complex small chain"
"0.76","c2_37988","chr03","39506740","CPTuber.H",NA
"0.76","c2_23603","chr04","1367331","CPTuber.H","Phosphoenolpyruvate carboxylase, bacterial/plant-type"
"0.76","c1_12922","chr06","478246","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c1_5707","chr08","9690662","CPTuber.H","Dedicator of cytokinesis, C-terminal"
"0.76","c2_35113","chr02","36059432","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c1_14213","chr04","13833371","CPTuber.H","BSD domain profile."
"0.76","c2_8473","chr05","52995495","CPTuber.H","HECT domain"
"0.76","c2_31301","chr12","55320726","CPTuber.H","Golgin subfamily A member 5"
"0.76","c2_36668","chr01","833339","CPTuber.H","Ankyrin repeat"
"0.76","c1_11339","chr03","39583989","CPTuber.H","EF-hand domain"
"0.76","c2_42461","chr05","52298911","CPTuber.H",NA
"0.76","c2_30460","chr07","55415551","CPTuber.H","Rab-GTPase-TBC domain"
"0.76","c1_13043","chr08","42809439","CPTuber.H","Major intrinsic protein"
"0.76","c1_6148","chr11","14943363","CPTuber.H","Uncharacterised protein family (UPF0160)"
"0.76","c2_27433","chr02","33986610","CPTuber.H","DnaJ domain"
"0.76","c2_53055","chr06","44496474","CPTuber.H","Homeobox domain"
"0.76","c2_9255","chr06","57613026","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_55008","chr01","11987796","CPTuber.H",NA
"0.76","c1_5145","chr01","68257012","CPTuber.H","1,3-beta-glucan synthase component"
"0.76","c1_2228","chr11","4209991","CPTuber.H","Pumilio, RNA binding domain"
"0.76","c2_32077","chr12","5483744","CPTuber.H","Aspartic peptidase domain superfamily"
"0.76","c1_4763","chr01","67769198","CPTuber.H","DNA-directed RNA polymerase, subunit 2"
"0.76","c2_31066","chr01","88466677","CPTuber.H","FAR1 DNA binding domain"
"0.76","c1_11581","chr02","30591355","CPTuber.H","Domain of unknown function DUF676, lipase-like"
"0.76","c1_10873","chr06","1473861","CPTuber.H","tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit <gene_name> [WDR4]."
"0.76","c2_35110","chr07","50641372","CPTuber.H","Pyridoxal phosphate-dependent transferase domain 1"
"0.76","c2_53903","chr08","49846894","CPTuber.H","Alternative oxidase"
"0.76","c2_27806","chr10","51556204","CPTuber.H","Nucleophile aminohydrolases, N-terminal"
"0.76","c2_35147","chr02","36167435","CPTuber.H","Dis3-like cold-shock domain 2 (CSD2)"
"0.76","c2_15253","chr02","43617811","CPTuber.H","Pentatricopeptide repeat"
"0.76","c1_1116","chr05","54880727","CPTuber.H","MT-A70-like"
"0.76","c2_3104","chr06","4396389","CPTuber.H","Small GTPase"
"0.76","c2_46715","chr07","4603207","CPTuber.H","Porin domain superfamily"
"0.76","c2_23083","chr07","44303043","CPTuber.H","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent"
"0.76","c2_42756","chr07","53172895","CPTuber.H","Isoprenoid synthase domain superfamily"
"0.76","c1_14770","chr11","46195509","CPTuber.H","DNA-directed RNA polymerase III subunit RPC1, C-terminal"
"0.76","c2_49209","chr12","54736738","CPTuber.H","Protein phosphatase 2A, regulatory B subunit, B56"
"0.76","c2_36495","chr01","84815973","CPTuber.H","DJ-1/PfpI family"
"0.76","c2_37146","chr03","60147712","CPTuber.H","GroEL-like apical domain superfamily"
"0.76","c2_3042","chr09","64657726","CPTuber.H","ATP-binding cassette transporter, PDR-like subfamily G, domain 1"
"0.76","c2_14623","chr01","67822946","CPTuber.H","Uroporphyrin-III C-methyltransferase"
"0.76","c2_49917","chr01","86374511","CPTuber.H",NA
"0.76","c2_49905","chr01","86441548","CPTuber.H","Diaminopimelate decarboxylase, LysA"
"0.76","c2_49897","chr01","86452789","CPTuber.H","CRAL-TRIO lipid binding domain"
"0.76","c2_39816","chr04","57771770","CPTuber.H","Tubby-like, C-terminal"
"0.76","c1_2531","chr01","80312524","CPTuber.H","LSM-interacting domain"
"0.76","c2_45035","chr04","51876460","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_45040","chr04","52056721","CPTuber.H",NA
"0.76","c2_35601","chr01","15205037","CPTuber.H","Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase"
"0.76","c1_10253","chr11","46367519","CPTuber.H","Cation-transporting P-type ATPase, N-terminal"
"0.76","c2_51990","chr02","31633385","CPTuber.H","Membrane attack complex component/perforin (MACPF) domain"
"0.76","c2_11488","chr04","7747710","CPTuber.H","EamA-like transporter family"
"0.76","c1_15333","chr03","4675586","CPTuber.H",NA
"0.76","c2_56238","chr04","50674181","CPTuber.H","Heavy metal-associated domain, HMA"
"0.76","c2_47252","chr05","6530994","CPTuber.H","Six-bladed beta-propeller, TolB-like"
"0.76","c1_3052","chr10","36796214","CPTuber.H","K+ potassium transporter"
"0.76","c1_16325","chr11","16066563","CPTuber.H","CRAL-TRIO lipid binding domain"
"0.76","c2_40169","chr02","33286834","CPTuber.H","Secretory peroxidase"
"0.76","c2_47163","chr02","44618091","CPTuber.H","PWWP domain"
"0.76","c2_32099","chr04","64525919","CPTuber.H","Protein of unknown function (DUF620)"
"0.76","c2_33932","chr06","7398396","CPTuber.H","RNase P subunit p30"
"0.76","c2_43113","chr06","43247105","CPTuber.H","SWIRM-associated region 1"
"0.76","c2_56692","chr09","48236291","CPTuber.H","FKBP-type peptidyl-prolyl cis-trans isomerase domain"
"0.76","c2_20473","chr09","50587847","CPTuber.H","SANT/Myb domain"
"0.76","c2_23965","chr11","7255531","CPTuber.H","N5-carboxyaminoimidazole ribonucleotide mutase [purE]."
"0.76","c2_53682","chr11","10189676","CPTuber.H","Cytochrome b5-like heme/steroid binding domain superfamily"
"0.76","c2_50983","chr12","54901815","CPTuber.H","Aldehyde dehydrogenase, C-terminal"
"0.76","c1_11124","chr02","22745423","CPTuber.H","Histidine phosphatase superfamily, clade-1"
"0.76","c2_50207","chr06","7844540","CPTuber.H","Pentacotripeptide-repeat region of PRORP"
"0.76","c2_5821","chr06","50787549","CPTuber.H","Myc-type, basic helix-loop-helix (bHLH) domain"
"0.76","c2_11018","chr09","2319265","CPTuber.H","Glycosyl hydrolase, five-bladed beta-propellor domain superfamily"
"0.76","c2_46448","chr01","86056767","CPTuber.H","BURP domain"
"0.76","c2_53307","chr05","13610450","CPTuber.H","Glycosyl hydrolase family 63 N-terminal domain"
"0.76","c2_48715","chr07","4939327","CPTuber.H",NA
"0.76","c1_14669","chr09","10268873","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c2_34459","chr10","3346735","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_50979","chr11","31863999","CPTuber.H","Dynamin, GTPase domain"
"0.76","c2_26917","chr08","6290077","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_5286","chr03","8060058","CPTuber.H","Red chlorophyll catabolite reductase (RCC reductase)"
"0.76","c2_12913","chr04","66396480","CPTuber.H","Phospholipid/glycerol acyltransferase"
"0.76","c1_15484","chr07","5999101","CPTuber.H","No apical meristem (NAM) protein"
"0.76","c2_28474","chr08","59150837","CPTuber.H","START domain"
"0.76","c2_40762","chr10","47801171","CPTuber.H","HECT domain"
"0.76","c2_7193","chr01","80006831","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_4920","chr01","83883338","CPTuber.H","Magnesium transporter MRS2-like"
"0.76","c2_51578","chr05","49416057","CPTuber.H","AP2/ERF domain"
"0.76","c1_6140","chr08","20286345","CPTuber.H","LEM3 (ligand-effect modulator 3) family / CDC50 family"
"0.76","c2_34564","chr08","33944250","CPTuber.H",NA
"0.76","c2_3358","chr09","210885","CPTuber.H","Chlorophyll A-B binding protein"
"0.76","c2_30960","chr01","88382709","CPTuber.H","Peptidase family M20/M25/M40"
"0.76","c1_5931","chr02","45996829","CPTuber.H","Exportin-1/Importin-beta-like"
"0.76","c1_12745","chr03","34404403","CPTuber.H","Amino acid transporter, transmembrane domain"
"0.76","c2_11734","chr05","2127897","CPTuber.H","Leucine-rich repeat domain superfamily"
