"GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_37329","6",55682080,0.562341325190349,0.25,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_12945","4",55649379,0.575439937337157,0.24,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_54335","4",56277376,0.575439937337157,0.24,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_6556","9",63031605,0.575439937337157,0.24,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_48687","12",11869192,0.575439937337157,0.24,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_13751","1",66106436,0.588843655355589,0.23,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_43736","4",61312752,0.588843655355589,0.23,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_14640","9",56854945,0.588843655355589,0.23,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_9027","10",56953687,0.588843655355589,0.23,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_24535","12",59370296,0.588843655355589,0.23,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_45071","1",6103001,0.602559586074358,0.22,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_41541","2",30008536,0.602559586074358,0.22,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_34872","4",65068522,0.602559586074358,0.22,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_37406","9",41902886,0.602559586074358,0.22,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_12797","9",54103901,0.602559586074358,0.22,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_5295","1",75994884,0.616595001861482,0.21,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_4803","1",87065450,0.616595001861482,0.21,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_13236","2",30080660,0.616595001861482,0.21,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_35944","4",67811114,0.616595001861482,0.21,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_52069","5",1907418,0.616595001861482,0.21,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_2405","7",10251717,0.616595001861482,0.21,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_39035","9",1064131,0.616595001861482,0.21,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_56627","11",11020656,0.616595001861482,0.21,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_35411","9",5445375,0.630957344480193,0.2,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_14639","9",56854898,0.630957344480193,0.2,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_48155","1",7834894,0.645654229034656,0.19,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_41106","4",24612015,0.645654229034656,0.19,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_27863","6",35664111,0.645654229034656,0.19,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_13766","1",69151882,0.660693448007596,0.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_11290","1",87792873,0.660693448007596,0.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_23139","2",29015208,0.660693448007596,0.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_34866","4",65070135,0.660693448007596,0.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_54060","6",48580498,0.660693448007596,0.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_56726","8",54701702,0.660693448007596,0.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_681","9",36710524,0.660693448007596,0.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_4978","11",25158648,0.660693448007596,0.18,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_36664","1",809153,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_15579","1",71530931,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_14274","1",75053929,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_31359","4",41356423,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_14442","4",48648958,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_46708","7",4607422,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_13482","7",46355721,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_1493","9",31891968,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_2319","9",34137871,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_26509","9",46988850,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_12802","9",54297084,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_43032","9",59162845,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_43049","9",59168884,0.676082975391982,0.17,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_54811","1",52996601,0.691830970918937,0.16,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_16172","2",35468438,0.691830970918937,0.16,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_55124","9",29618178,0.691830970918937,0.16,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_30361","11",35109336,0.691830970918937,0.16,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_8619","1",7252495,0.707945784384138,0.15,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_12305","2",26209472,0.707945784384138,0.15,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_48808","4",53349146,0.707945784384138,0.15,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_12957","4",66207413,0.707945784384138,0.15,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_40858","9",58867551,0.707945784384138,0.15,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_15530","10",56158687,0.707945784384138,0.15,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_4319","11",1240937,0.707945784384138,0.15,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_7658","11",7019700,0.72443596007499,0.14,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_7549","2",39073865,0.741310241300917,0.13,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_52887","4",55044845,0.741310241300917,0.13,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_12953","4",66208806,0.741310241300917,0.13,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c2_27563","6",3628154,0.741310241300917,0.13,4.86,FALSE,108,0,0.993
0.795,"CSPulpa.C",0.795,"GWASpoly","additive",0.993,"c1_11935","7",6096223,0.741310241300917,0.13,4.86,FALSE,108,0,0.993
